holiday_type,time,cardtype0_weight,cardtype1_weight,cardtype2_weight,cardtype3_weight,cardtype4_weight,cardtype5_weight,cardtype6_weight
1,22,0.0,0.0102402515789,0.0676243726015,0.88834090663,0.00468890134678,0.000118071306192,0.0289874965368
1,23,0.0,0.0131978715422,0.059385139586,0.900395547523,0.00621757932195,9.43040362127e-05,0.0207095579906
2,0,0.0,0.0128233975943,0.0602777111455,0.889250825045,0.005453844391,0.0,0.032194221824
2,1,0.0,0.0113705443493,0.0877650939486,0.883400974026,0.00531224095053,0.0,0.0121511467256
2,2,0.0,0.0,0.054054054054,0.929054054054,0.0168918918919,0.0,0.0
2,3,0.0,0.010101010101,0.131313131313,0.838383838384,0.020202020202,0.0,0.0
2,4,0.0,0.0162180052957,0.0275816416593,0.910856134157,0.00485436893204,0.0,0.0404898499559
2,5,0.0,0.0103959813433,0.022861115019,0.718577177934,0.00705493525889,0.0,0.241110790445
2,6,0.0,0.00728267836037,0.0235001001919,0.569081355967,0.0103911887427,0.0,0.389744676738
2,7,0.0,0.0066634424719,0.0376035059815,0.57857772771,0.00996983922039,0.0,0.367185484616
2,8,0.0,0.00724920184301,0.0494060878696,0.598731509717,0.00901662145281,0.000172805648553,0.335423773469
2,9,0.0,0.00657624652813,0.0538058491059,0.58106167064,0.00955176883247,7.0363073459e-05,0.34893410182
2,10,0.0,0.00618217618927,0.0596400219576,0.608533310946,0.0109094527987,0.000402868869292,0.31433216924
2,11,0.0,0.00777635758383,0.0645846632751,0.656507486264,0.00771025751154,0.000510265867635,0.262910969497
2,12,0.0,0.00970820540313,0.0829378903229,0.697569245684,0.00680157854504,0.000426136363637,0.202556943681
2,13,0.0,0.0101933744864,0.0729992162452,0.707514182317,0.00801394474225,0.0,0.201279282208
2,14,0.0,0.00846882267565,0.0758711519027,0.727920827667,0.00942139604069,0.0,0.178317801713
2,15,0.0,0.00901702924199,0.0784510717095,0.739985850616,0.00674243422386,0.0,0.165803614209
2,16,0.0,0.00828117735795,0.086004650012,0.735997072228,0.00857628981067,0.00016846361186,0.16097234698
2,17,0.0,0.0101764497526,0.0905205535336,0.754253279033,0.00706369882035,0.0,0.137986018861
2,18,0.0,0.00752504229334,0.0818568705545,0.806669057606,0.00519801927882,0.000273148149529,0.0984778621179
2,19,0.0,0.00896851902672,0.0820348903882,0.76511989593,0.00628734477625,0.0,0.137589349879
2,20,0.0,0.00973544319799,0.0833352669835,0.773747593766,0.010194596803,0.000100806451613,0.122886292798
2,21,0.0,0.0107718859112,0.0758054073306,0.812580003684,0.0061844747644,0.0,0.0946582283095
2,22,0.0,0.0128430958937,0.0678591510807,0.871678223571,0.00617351156131,0.0,0.0414460178932
2,23,0.0,0.0181346322248,0.0659571475525,0.876254864421,0.00875410986179,0.00047619047619,0.0304230554638
